pl_name,radius_earth,mass_earth,semi_major_axis_au,period_days,insol_earth,t_eq_K,star_teff_K,star_radius_solar,star_mass_solar,source
LSR J1835,,17480.649999999998,,,,,,,,ExoplanetEU
LT UMa b,12.66617,19864.375,879.0,,,2395.0,5300.0,0.837,0.92,ExoplanetEU
LTT 11586 Ab,,,0.082527,15.04547,,,3494.0,0.32,0.289,ExoplanetEU
LTT 1445 A b,1.340002323,2.7300134982,0.0381,5.3587635,5.7,431.0,3562.0,0.271,0.257,NASA
LTT 1445 A c,1.14700194994,1.5400071253999998,0.02661,3.1239035,10.9,508.0,3340.0,0.265,0.257,NASA
LTT 1445 Ab,1.300244,2.86047,0.03813,5.358766,,424.0,3340.0,0.27,0.256,ExoplanetEU
LTT 1445 Ac,1.14701697,1.5414755,0.0266,3.1239035,,508.0,3340.0,0.27,0.256,ExoplanetEU
LTT 1445 Ad,,,0.09,24.29,,,3340.0,0.27,0.256,ExoplanetEU
LTT 3780 b,1.32500232711,2.4600137349,0.01195,0.76837931,111.0,903.0,3358.0,0.38,0.381,NASA
LTT 3780 c,2.3900041650099997,8.0400406261,0.0757,12.252284,2.76,359.0,3358.0,0.38,0.381,NASA
LTT 9779 b,4.7200000518000005,29.319998663099998,0.01679,0.792052,1013.69,1978.0,5443.0,0.949,1.02,NASA
LX Lyn (AB)b,,19069.8,,5420.0,,,4696.6,0.71,1.03,ExoplanetEU
Lalande 21185 b,,,0.0788,12.94,,370.1,3828.0,0.393,0.46,ExoplanetEU
Lalande 21185 c,,,2.94,2946.0,,,3828.0,0.393,0.46,ExoplanetEU
Lalande 21185 d,,,0.5142,215.0,,,3828.0,0.393,0.46,ExoplanetEU
LkCa 5 b,,15891.5,6.9,,,,3657.0,1.28,0.5,ExoplanetEU
Luhman 16 A,11.65736,10869.786,3.67,10600.0,,,,,,ExoplanetEU
Luhman 16 B,9.41556,8867.456999999999,3.67,10600.0,,,,,,ExoplanetEU
Lup 153927-344844,,3178.2999999999997,,,,2100.0,,,,ExoplanetEU
Lup 154140-334518,,3178.2999999999997,,,,2700.0,,,,ExoplanetEU
Lup 706,24.6598,19069.8,,,,2795.0,,,,ExoplanetEU
Lupus-TR-3 b,9.97601,257.4423,0.0464,3.91405,,,5000.0,0.82,0.87,NASA
Luyten's Star b,,2.9303926000000002,0.091,18.64,,,3382.0,0.293,0.29,ExoplanetEU
Luyten's Star c,,1.1886842,0.036,4.72322,,,3382.0,0.293,0.29,ExoplanetEU
Luyten's Star d,,10.958778399999998,0.712,413.9,,,3382.0,0.293,0.29,ExoplanetEU
Luyten's Star e,,9.439551,0.849,542.0,,,3382.0,0.293,0.29,ExoplanetEU
M15 X-2 b,10.20019,9534.9,0.00138,0.015667,,,32000.0,1.44e-05,1.4,ExoplanetEU
M62H b,,,0.004908,0.132935028,,,,,1.4,ExoplanetEU
MARSH10-4450,,794.5749999999999,,,,1400.0,,,,ExoplanetEU
MARVELS-10 b,,,0.71,217.3,,,6190.0,0.9,1.03,ExoplanetEU
MARVELS-11 b,,,0.1,11.6121,,,5980.0,0.83,0.99,ExoplanetEU
MARVELS-12 b,,,0.85,252.5,,,5285.0,2.39,1.29,ExoplanetEU
MARVELS-13 b,,,0.54,147.6,,,5525.0,1.03,0.96,ExoplanetEU
MARVELS-16 b,,,0.2,31.656,,,5315.0,1.28,1.06,ExoplanetEU
MARVELS-17 b,,,0.45,103.4,,,6090.0,0.91,1.12,ExoplanetEU
MARVELS-18 b,,,0.51,117.6,,,6295.0,1.23,1.25,ExoplanetEU
MARVELS-19 b,,,0.52,122.2,,,6270.0,1.63,1.33,ExoplanetEU
MARVELS-4 b,,,0.09,9.009,,,5903.0,1.64,1.16,ExoplanetEU
MARVELS-6 b,,,0.2673,47.8929,,,5598.0,1.06,1.11,ExoplanetEU
MARVELS-8 b,,,0.215,36.045,,,5540.0,0.95,1.02,ExoplanetEU
MASCARA-1 b,17.900772999999997,1175.971,0.040352,2.14877381,38711.5,2594.3,7490.0,2.082,1.9,NASA
MASCARA-3 Ab,14.257848,1646.3593999999998,0.06971,5.5514926,,1458.0,6347.0,1.513,1.309,ExoplanetEU
MASCARA-4 Ab,17.14977,532.36525,0.047,2.82406,,,7800.0,1.92,1.75,ExoplanetEU
MASCARA-4 b,16.981634999999997,532.36525,0.0474,2.8240932,4913.69,2250.0,7800.0,1.79,1.75,NASA
MAXI J0911-655 b,,8899.24,0.00216,0.030763888,,,,,1.4,ExoplanetEU
MAXI J1957+032 b,5.6045,,0.00267,0.0422806,,,,,1.4,ExoplanetEU
MHO 6 c,,8263.58,1.83,,,,3161.0,0.838,0.19,ExoplanetEU
MHO-Tau-4,125.54079999999999,17480.649999999998,,,,,,,,ExoplanetEU
MHO-Tau-5,154.6842,15891.5,,,,,,,,ExoplanetEU
MHO-Tau-8 b,,10488.39,6.0,16425.0,,,3288.0,1.38,0.077,ExoplanetEU
MHOBD 3,18.606939999999998,3782.177,,,,2713.0,,,,ExoplanetEU
MLLA 284,,5720.94,,,,2858.0,,,,ExoplanetEU
MLLA 284 b,,3686.8279999999995,,,,,,,,ExoplanetEU
MLLA 394 b,,14864.9091,595.0,,,,3024.0,,0.11,ExoplanetEU
MLLA 8 b,,5720.94,268.1,,,,3063.0,1.1,0.13,ExoplanetEU
MOA-2007-BLG-192L b,,12.490719,2.0,,,,,,0.28,ExoplanetEU
MOA-2007-BLG-197L b,,13031.029999999999,4.29,,,,,,0.82,ExoplanetEU
MOA-2007-BLG-400L b,,543.4893,3.9,,,,,,0.69,ExoplanetEU
MOA-2008-BLG-310L b,,74.05439,1.25,,,,,,0.67,ExoplanetEU
MOA-2008-BLG-379L b,,775.5052,3.0,,,,,,0.66,ExoplanetEU
MOA-2009-BLG-266L b,,10.393041,3.2,2780.0,,,,,0.56,ExoplanetEU
MOA-2009-BLG-319L b,,66.10864,2.0,,,,,,0.38,ExoplanetEU
MOA-2009-BLG-387L b,,826.358,1.8,1970.0,,,,,0.19,ExoplanetEU
MOA-2009-BLG-411L b,,16844.989999999998,0.15,,,,,,0.18,ExoplanetEU
MOA-2010-BLG-073L b,,3496.1299999999997,1.21,,,,,,0.16,ExoplanetEU
MOA-2010-BLG-117 b,,162.0933,2.9,,,,,,0.58,ExoplanetEU
MOA-2010-BLG-328L b,,141.1324115,3.79,,,,,,0.11,ExoplanetEU
MOA-2010-BLG-353L b,,85.8141,1.72,,,,,,0.18,ExoplanetEU
MOA-2010-BLG-477L b,13.56289,476.745,2.0,,,,5950.0,,0.67,NASA
MOA-2011-BLG-028L b,,29.876019999999997,7.14,,,,,,0.75,ExoplanetEU
MOA-2011-BLG-262L b,,28.9193517,0.82,,,,,,0.19,ExoplanetEU
MOA-2011-BLG-274 b,,254.264,40.0,,,,,,,ExoplanetEU
MOA-2011-BLG-291 b,,27.01555,1.4,,,,,,0.22,ExoplanetEU
MOA-2011-BLG-293L b,,1525.5839999999998,1.1,,,,,,0.86,ExoplanetEU
MOA-2011-BLG-322L b,,2479.0739999999996,3.6,,,,,,0.31,ExoplanetEU
MOA-2012-BLG-006 b,,2669.772,10.2,,,,,,0.49,ExoplanetEU
MOA-2012-BLG-505L b,,2129.461,1.12,,,,,,0.1,ExoplanetEU
MOA-2013-BLG-220L b,,870.8542,3.03,,,,,,0.88,ExoplanetEU
MOA-2013-BLG-605L b,,20.97678,4.2,,,,,,0.19,ExoplanetEU
MOA-2014-BLG-472 b,,603.877,0.96,,,,,,0.31,ExoplanetEU
MOA-2015-BLG-337 a,,3114.734,0.24,,,,,,,ExoplanetEU
MOA-2015-BLG-337 b,,33.68998,0.24,,,,,,,ExoplanetEU
MOA-2016-BLG-227L b,,731.0089999999999,1.64,,,,,,0.24,ExoplanetEU
MOA-2016-BLG-231,,6674.429999999999,,,,,,,,ExoplanetEU
MOA-2016-BLG-231 b,,2860.47,0.88,,,,,,,ExoplanetEU
MOA-2016-BLG-319L b,,197.0546,0.95,,,,,,0.15,ExoplanetEU
MOA-2016-BLG-526 b,,2202.5618999999997,2.07,,,,,,,ExoplanetEU
MOA-2016-BLG-532 b,,130.31029999999998,1.09,,,,,,,ExoplanetEU
MOA-2019-BLG-008L b,,7627.92,,,,,,,0.75,ExoplanetEU
MOA-2019-BLG-421 b,,171.6282,2.0,,,,,,0.3,ExoplanetEU
MOA-2020-BLG-135 b,,11.314748,1.11,,,,,,0.23,ExoplanetEU
MOA-2020-BLG-208 b,,68.90554399999999,2.88,,,,,,0.656,ExoplanetEU
MOA-2022-BLG-033 b,,12.150640899999999,2.15,,,,,,0.51,ExoplanetEU
MOA-2022-BLG-091L b,,1141.0096999999998,3.63,,,,,,0.75,ExoplanetEU
MOA-2022-BLG-249L b,,4.831016,1.63,,,,,,0.18,ExoplanetEU
MOA-2022-BLG-563 b,,127.132,2.25,,,,,,0.48,ExoplanetEU
MOA-2024-BLG-181 b,,14938.009999999998,2.12,,,,,,0.08,ExoplanetEU
MOA-9y-5919,,0.5593808,,,,,,,,ExoplanetEU
MOA-9y-770,,22.311666,,,,,,,,ExoplanetEU
MOA-bin-1L b,,1175.971,8.3,,,,,,0.75,ExoplanetEU
MOA-bin-29,,19069.8,,,,,,,,ExoplanetEU
MOA-bin-29 b,,174.8065,1.13,,,,,,,ExoplanetEU
MP Mus b,,1589.1499999999999,2.0,,,,5000.0,1.25,1.3,ExoplanetEU
Mayrit 1701117,,11441.88,,,,,,,,ExoplanetEU
Mayrit 260182 b,,1271.32,4250.0,,,,3981.0,1.92,0.7,ExoplanetEU
NGC 2423 3 b,,,2.1,714.3,,,,,2.4,ExoplanetEU
NGC 2682 Sand 1429 b,13.4508,572.0939999999999,0.384,77.48,,683.0,6000.0,2.13,1.26,NASA
NGC 6440 X-2 b,,2415.508,0.00255,0.040021908,,,,,1.4,ExoplanetEU
NGC 6652B b,,5403.11,0.00547,0.030278,,,,,1.4,ExoplanetEU
NGTS-1 b,14.90797,258.07796,0.0326,2.647298,65.3,790.0,3916.0,0.573,0.617,NASA
NGTS-10 Ab,13.506845,687.1484599999999,0.0143,0.7668944,,1332.0,4400.0,0.697,0.696,ExoplanetEU
NGTS-10 b,13.506845,687.1484599999999,0.0143,0.7668944,,1332.0,4600.0,0.697,0.696,NASA
NGTS-11 b,9.157753,109.33351999999998,0.201,35.45533,9.242,435.0,5050.0,0.832,0.862,NASA
NGTS-11 c,4.808661,20.02329,0.099,12.77264,,594.0,5050.0,0.832,0.862,ExoplanetEU
NGTS-12 b,11.747032,66.10864,0.0757,7.532806,416.0,1257.0,5690.0,1.589,1.021,NASA
NGTS-13 b,12.800677999999998,1538.2972,0.0549,4.119027,1096.0,1605.0,5819.0,1.788,1.3,NASA
NGTS-14 A b,4.976796,29.24036,0.0403,3.5357173,191.782,1143.0,5187.0,0.842,0.898,NASA
NGTS-14 Ab,4.93196,29.24036,0.0403,3.5357173,,1143.0,5187.0,0.842,0.898,ExoplanetEU
NGTS-15 b,12.3299,238.69033,0.0441,3.27623,425.0,1146.0,5600.0,0.954,0.995,NASA
NGTS-16 b,14.5717,211.99261,0.0523,4.84532,480.0,1177.0,5550.0,1.213,1.002,NASA
NGTS-17 b,13.89916,242.82211999999998,0.0391,3.24253,1160.0,1457.0,5650.0,1.337,1.025,NASA
NGTS-18 b,13.56289,129.99247,0.0448,3.05125,845.0,1381.0,5610.0,1.392,1.003,NASA
NGTS-2 b,17.878355,235.1942,0.063,4.511164,1085.35,1468.0,6478.0,1.702,1.64,NASA
NGTS-20 b,11.99363,947.1333999999999,0.313,54.18915,6.7645,688.0,5980.0,1.78,1.47,NASA
NGTS-21 b,14.90797,750.0787999999999,0.0236,1.5433897,514.2853,1357.0,4660.0,0.86,0.72,NASA
NGTS-23 b,14.201802999999998,194.82978999999997,0.0504,4.0764326,,1327.0,6057.0,1.24,1.01,NASA
NGTS-24 b,13.607726,165.2716,0.0479,3.4678796,391.83,1499.0,5820.0,1.64,1.26,NASA
NGTS-25 b,11.466807,203.09337,0.0388,2.823093,,1101.0,5321.0,0.86,0.91,NASA
NGTS-26 b,14.885552,92.80635999999998,0.049,4.5199279,523.0,1331.0,5550.0,1.16,0.96,NASA
NGTS-27 b,15.647763999999999,188.47319,0.0446,3.3704181,1680.0,1783.0,5700.0,1.77,1.07,NASA
NGTS-29 b,9.606112999999999,123.9537,0.347,69.33684,,414.0,5730.0,1.006,1.034,ExoplanetEU
NGTS-3 A b,16.58932,756.4354,0.023,1.6753728,1000.5679,1434.44,5600.0,0.93,1.017,NASA
NGTS-3 Ab,16.58932,756.4354,0.023,1.6753728,,,5570.0,0.93,1.017,ExoplanetEU
NGTS-30 b,10.401952,305.11679999999996,0.408,98.29838,172.857,500.0,5455.0,0.913,0.94,NASA
NGTS-31 b,18.046490000000002,355.9696,0.064,4.162734,643.0,1410.0,5710.0,1.7,0.96,NASA
NGTS-32 b,15.91678,181.1631,0.044,3.31211,1554.0,1750.0,5680.0,1.85,1.07,NASA
NGTS-33 b,18.382759999999998,1153.7229,0.048,2.827972,2620.0,1991.0,7437.0,1.47,1.6,NASA
NGTS-34 b,3.65000628575,19.1000955556,0.257,43.12655,,624.0,6134.0,1.367,1.266,NASA
NGTS-35 b,10.90001875886,152.0007609084,0.16,25.241192,9.8437,451.0,4717.0,0.753,0.789,NASA
NGTS-4 b,3.1800000254,20.5999988916,0.019,1.3373508,886.9841,1650.0,5143.0,0.84,0.75,NASA
NGTS-5 Ab,12.733423999999998,72.78307,0.0382,3.3569866,,952.0,4987.0,0.739,0.661,ExoplanetEU
NGTS-5 b,12.733423999999998,72.78307,0.0382,3.3569866,101.253,952.0,4987.0,0.739,0.661,NASA
NGTS-6 Ab,14.246638999999998,422.7139,0.016623018,0.882058,,,4410.0,0.656,0.7876,ExoplanetEU
NGTS-6 b,14.863134,425.57437,0.01677,0.882059,983.4246,1283.9,4730.0,0.754,0.767,NASA
NGTS-7 Ab,11.99363,19705.46,0.0139,0.67599,,,3359.0,0.61,,ExoplanetEU
NGTS-8 b,12.21781,295.5819,0.035,2.4997,503.0,1345.0,5241.0,0.98,0.89,NASA
NGTS-9 b,11.99363,921.7069999999999,0.058,4.43527,729.0,1448.0,6330.0,1.38,1.34,NASA
NIRISS-NGC1333-10,,3178.2999999999997,,,,2500.0,,,,ExoplanetEU
NIRISS-NGC1333-10 b,,1589.1499999999999,164.0,,,,,,,ExoplanetEU
NIRISS-NGC1333-5,,1589.1499999999999,,,,,,,,ExoplanetEU
NLTT 1011 b,,12713.199999999999,3020.0,,,,4245.38,0.7,0.66,ExoplanetEU
NLTT 2274 Ab,,19069.8,483.0,,,,3303.0,0.321,0.3,ExoplanetEU
NLTT 26746 b,,19069.8,660.0,,,,3310.0,0.28,0.254,ExoplanetEU
NLTT 31450 b,,18434.14,487.0,,,,3233.0,0.256,0.227,ExoplanetEU
NLTT 35024 b,,14754.939919999999,0.608,412.73,,,2837.0,0.1398,0.113,ExoplanetEU
NLTT 35024 c,,15891.5,24000.0,,,,2837.0,0.1398,0.113,ExoplanetEU
NLTT 41135 b,12.66617,10710.871000000001,0.024,2.889475,,,3230.0,0.21,0.188,ExoplanetEU
NLTT 51469 (AB)b,9.886338,19069.8,3834.0,,,1525.0,3410.0,0.488,0.42,ExoplanetEU
NLTT 5306 b,,17798.48,0.00263,0.07,,,7756.0,0.0156,0.44,ExoplanetEU
NLTT 730 b,,18434.14,5070.0,,,,3233.0,0.256,0.227,ExoplanetEU
NLTT 8245 b,,15891.5,616.0,,,,3967.0,0.63,0.612,ExoplanetEU
NN Ser (AB)c,,2196.2053,5.38,5660.0,,,,,0.646,ExoplanetEU
NN Ser (AB)d,,724.6524,3.39,2830.0,,,,,0.646,ExoplanetEU
NN Ser (AB)e,,,6.43,7371.0,,,,,0.646,ExoplanetEU
NN Ser c,12.66617,2329.6938999999998,5.35,6987.0,,,57000.0,,0.535,NASA
NN Ser d,13.338709999999999,724.6524,3.39,2880.0,,,57000.0,,0.535,NASA
NSC J0040-2942 b,,10806.22,1095.379,,,,2823.0,0.121,0.097,ExoplanetEU
NSC J0148-0357 b,,17480.649999999998,1395.736,,,,3343.0,0.255,0.226,ExoplanetEU
NSC J0200-1254 b,,14620.179999999998,8486.735,,,,4205.0,0.62,0.66,ExoplanetEU
NSC J0200-4707 b,,17480.649999999998,1691.254,,,,3577.0,0.444,0.44,ExoplanetEU
NSC J0205+0202 b,,17480.649999999998,637.127,,,,2900.0,,0.084,ExoplanetEU
NSC J0231-0311 b,,17480.649999999998,423.614,,,,2900.0,0.171,0.141,ExoplanetEU
NSC J0435-3559 b,,17480.649999999998,2555.901,,,,3406.0,0.294,0.27,ExoplanetEU
NSC J0457-2300 b,,14620.179999999998,933.096,,,,3351.0,0.247,0.218,ExoplanetEU
NSC J0523-5655 b,,14620.179999999998,706.547,,,,3221.0,0.225,0.195,ExoplanetEU
NSC J1239-0054 b,,17480.649999999998,377.062,,,,3245.0,0.251,0.222,ExoplanetEU
NSV 1440 b,,9296.5275,0.00148,0.0252329,,,,,0.65,ExoplanetEU
NSVS 11868841 (AB)b,,,,4321.0,,,5250.0,1.149,0.97,ExoplanetEU
NSVS 1425 (AB) b,,,1.9,2542.0,,,42000.0,,0.528,ExoplanetEU
NSVS 1425 (AB) c,,2542.64,2.9,5723.0,,,42000.0,,0.528,ExoplanetEU
NSVS 14256825 b,12.3299,4497.2945,3.12,3225.0,,,40000.0,0.188,0.419,NASA
NSVS 2502726 (AB)b,,,3.69,2510.0,,,4353.0,0.674,0.689,ExoplanetEU
NSVS 7453183 (ABC)b,,,,4271.0,,,4533.0,,0.68,ExoplanetEU
NY Vir (AB)b,,883.5673999999999,3.39,2987.745,,,33000.0,,0.6,ExoplanetEU
NY Vir (AB)c,,1427.0567,7.54,9861.75,,,33000.0,,0.6,ExoplanetEU
NY Vir b,13.338709999999999,731.0089999999999,3.3,3160.0,,,32780.0,0.151,0.459,NASA
OGLE BLG-DN-7 b,,15573.67,0.00226,0.059558,,,12540.5,0.01,0.382,ExoplanetEU
OGLE BLG-ECL-200302 (AB)b,,10806.22,2.788,1477.0,,,,,1.29,ExoplanetEU
OGLE-2003-BLG-235L b,,743.7221999999999,4.0,,,,,,0.56,ExoplanetEU
OGLE-2005-BLG-071L b,,1112.405,3.6,3600.0,,,,,0.46,ExoplanetEU
OGLE-2005-BLG-169L b,,14.111652,4.0,,,,,,0.69,ExoplanetEU
OGLE-2005-BLG-390L b,,5.40311,2.1,3500.0,,,,,0.22,ExoplanetEU
OGLE-2006-109L b,,231.06240999999997,2.3,1790.0,,,,,0.51,ExoplanetEU
OGLE-2006-109L c,,86.13193,4.5,4931.0,,,,,0.51,ExoplanetEU
OGLE-2006-BLG-284 b,,143.97699,2.2,,,,,,0.45,ExoplanetEU
OGLE-2007-BLG-349L (AB)b,,79.4575,2.59,,,,,,0.71,ExoplanetEU
OGLE-2007-BLG-368L b,,22.057402,3.3,,,,,,0.64,ExoplanetEU
OGLE-2008-BLG-092L Ab,,57.209399999999995,15.0,,,,,,0.71,ExoplanetEU
OGLE-2008-BLG-355L b,,1462.0179999999998,1.7,,,,,,0.37,ExoplanetEU
OGLE-2009-BLG-151L,,5720.94,,,,,,,,ExoplanetEU
OGLE-2009-BLG-151L b,,2383.725,0.31,,,,,,,ExoplanetEU
OGLE-2011-BLG-0173L b,,60.387699999999995,10.0,,,,,,0.4,ExoplanetEU
OGLE-2011-BLG-0251L b,,305.11679999999996,3.86,,,,,,0.47,ExoplanetEU
OGLE-2011-BLG-0265L b,,279.6904,1.89,,,,,,0.211,ExoplanetEU
OGLE-2011-BLG-0420L,,7945.75,,,,,,,,ExoplanetEU
OGLE-2011-BLG-0420L b,,2987.602,0.19,,,,,,,ExoplanetEU
OGLE-2012-BLG-0026L b,,34.9613,3.82,,,,,,0.82,ExoplanetEU
OGLE-2012-BLG-0026L c,,216.1244,4.63,,,,,,0.82,ExoplanetEU
OGLE-2012-BLG-0358L,,6992.259999999999,,,,,,,,ExoplanetEU
OGLE-2012-BLG-0358L b,,587.9855,0.87,,,,,,,ExoplanetEU
OGLE-2012-BLG-0406L b,,867.6759,3.45,,,,,,0.44,ExoplanetEU
OGLE-2012-BLG-0563L b,,354.69828,1.5,,,,,,0.801,ExoplanetEU
OGLE-2012-BLG-0724L b,,149.38009999999997,1.6,,,,,,0.29,ExoplanetEU
OGLE-2012-BLG-0838 b,,79.4575,4.2,,,,,,0.54,ExoplanetEU
OGLE-2012-BLG-0950L b,,34.9613,2.7,,,,5500.0,,0.56,ExoplanetEU
OGLE-2012-BLG-1323,,2.288376,,,,,,,,ExoplanetEU
OGLE-2013-BLG-0102L b,,4322.487999999999,0.8,,,,,,0.097,ExoplanetEU
OGLE-2013-BLG-0132L b,,82.6358,3.14,,,,,,0.54,ExoplanetEU
OGLE-2013-BLG-0341L Bb,,1.6599999999995647,0.702,,,,,,0.1127,ExoplanetEU
OGLE-2013-BLG-0578L b,,10806.22,1.16,,,,,,0.124,ExoplanetEU
OGLE-2013-BLG-0911L b,,3203.7264,10.8,,,,,,0.29,ExoplanetEU
OGLE-2013-BLG-1721L b,,203.4112,2.6,,,,,,0.46,ExoplanetEU
OGLE-2013-BLG-1761L b,,889.9239999999999,1.8,,,,,,0.33,ExoplanetEU
OGLE-2014-BLG-0124L b,,203.4112,3.48,,,,,,0.89,ExoplanetEU
OGLE-2014-BLG-0221L b,,1382.5604999999998,3.76,,,,,,0.69,ExoplanetEU
OGLE-2014-BLG-0257L b,,11441.88,0.61,,,,,,0.19,ExoplanetEU
OGLE-2014-BLG-0319 b,,181.1631,3.49,,,,,,0.52,ExoplanetEU
OGLE-2014-BLG-0676L b,,1169.6144,4.53,,,,,,0.73,ExoplanetEU
OGLE-2014-BLG-1112L b,,10075.211,9.63,,,,,,1.07,ExoplanetEU
OGLE-2014-BLG-1186L b,,45.131859999999996,,,,,,,0.35,ExoplanetEU
OGLE-2014-BLG-1722L b,,55.30241999999999,1.9,,,,,,0.4,ExoplanetEU
OGLE-2014-BLG-1722L c,,83.68463899999999,2.5,,,,,,0.4,ExoplanetEU
OGLE-2014-BLG-1760L b,,295.89973,1.887,,,,,,0.51,ExoplanetEU
OGLE-2015-BLG-0051L b,,228.83759999999998,0.73,,,,,,0.1,ExoplanetEU
OGLE-2015-BLG-0954L b,,1398.452,1.2,,,,,,0.37,ExoplanetEU
OGLE-2015-BLG-0966L b,,20.97678,2.4,,,,,,0.38,ExoplanetEU
OGLE-2015-BLG-1319L b,,14302.349999999999,0.245,,,,,,0.58,ExoplanetEU
OGLE-2015-BLG-1609L b,,76.27919999999999,,,,,,,0.17,ExoplanetEU
OGLE-2015-BLG-1649 b,,807.2882,2.07,,,,,,0.34,ExoplanetEU
OGLE-2015-BLG-1670L b,,17.893829,3.2,,,,,,0.55,ExoplanetEU
OGLE-2015-BLG-1771L b,,137.62039,0.85,,,,,,0.077,ExoplanetEU
OGLE-2016-BLG-0007 b,,1.3189944999999998,10.1,,,,,,0.59,ExoplanetEU
OGLE-2016-BLG-0263L b,,1303.1029999999998,6.5,,,,,,0.13,ExoplanetEU
OGLE-2016-BLG-0596L b,,3877.5259999999994,,,,,,,,ExoplanetEU
OGLE-2016-BLG-0613L (AB) b,,1328.5294,6.4,,,,,,1.0,ExoplanetEU
OGLE-2016-BLG-0693L b,,15573.67,5.0,,,,,,,ExoplanetEU
OGLE-2016-BLG-0890 b,,12077.539999999999,3.5,,,,,,0.4,ExoplanetEU
OGLE-2016-BLG-1067L b,,136.6669,1.7,,,,,,0.3,ExoplanetEU
OGLE-2016-BLG-1093L b,,225.65929999999997,2.13,,,,,,0.48,ExoplanetEU
OGLE-2016-BLG-1190L b,,4252.5654,2.17,1223.6,,,,,0.88,ExoplanetEU
OGLE-2016-BLG-1195L b,,1.430235,1.16,,,,,,0.078,ExoplanetEU
OGLE-2016-BLG-1227 b,,251.0857,3.4,,,,,,0.1,ExoplanetEU
OGLE-2016-BLG-1266L,,4958.147999999999,,,,,,,,ExoplanetEU
OGLE-2016-BLG-1266L b,,3782.177,0.42,,,,,,,ExoplanetEU
OGLE-2016-BLG-1469L,,15255.84,,,,,,,,ExoplanetEU
OGLE-2016-BLG-1469L b,,4322.487999999999,0.33,,,,,,,ExoplanetEU
OGLE-2016-BLG-1540,,,,,,,,,,ExoplanetEU
OGLE-2016-BLG-1598 b,,1878.3753,2.5,,,,,,0.55,ExoplanetEU
OGLE-2016-BLG-1635 b,,3651.8667,1.34,,,,,,,ExoplanetEU
OGLE-2016-BLG-1800 b,,823.1796999999999,1.88,,,,,,0.41,ExoplanetEU
OGLE-2016-BLG-1850 b,,9.331488799999999,1.46,,,,,,,ExoplanetEU
OGLE-2016-BLG-1928 b,,0.286047,,,,,,,,ExoplanetEU
OGLE-2017-BLG-0114 b,,,0.75,,,,,,,ExoplanetEU
OGLE-2017-BLG-0173L b,,2885.8964,3.75,,,,,,0.417,ExoplanetEU
OGLE-2017-BLG-0364 b,,75.802455,,,,,,,0.49,ExoplanetEU
OGLE-2017-BLG-0373L b,,,,,,,,,0.25,ExoplanetEU
OGLE-2017-BLG-0380,,3337.2149999999997,,,,,,,,ExoplanetEU
OGLE-2017-BLG-0380 b,,978.9164,,,,,,,,ExoplanetEU
OGLE-2017-BLG-0406 b,,130.31029999999998,3.5,,,,,,0.56,ExoplanetEU
OGLE-2017-BLG-0448 b,,2320.1589999999997,5.53,,,,,,0.32,ExoplanetEU
OGLE-2017-BLG-0482 b,,2860.47,1.8,,,,,,0.2,ExoplanetEU
OGLE-2017-BLG-0560,,603.877,,,,,,,,ExoplanetEU
OGLE-2017-BLG-0604 b,,162.0933,4.06,,,,,,0.7,ExoplanetEU
OGLE-2017-BLG-0614 b,,10011.644999999999,4.0,,,,,,0.64,ExoplanetEU
OGLE-2017-BLG-0640 b,,514.8846,1.14,,,,,,0.32,ExoplanetEU
OGLE-2017-BLG-0896,,6038.7699999999995,,,,,,,,ExoplanetEU
OGLE-2017-BLG-1038,,7151.174999999999,,,,,,,,ExoplanetEU
OGLE-2017-BLG-1038 b,,4227.139,0.68,,,,,,,ExoplanetEU
OGLE-2017-BLG-1049 b,,1757.5999,3.92,,,,,,0.55,ExoplanetEU
OGLE-2017-BLG-1099 b,,959.8466,2.73,,,,,,0.45,ExoplanetEU
OGLE-2017-BLG-1140L b,,518.0628999999999,1.02,,,,,,0.214,ExoplanetEU
OGLE-2017-BLG-1237 b,,1207.754,,,,,,,0.46,ExoplanetEU
OGLE-2017-BLG-1275 b,,1875.1970000000001,2.09,,,,,,0.63,ExoplanetEU
OGLE-2017-BLG-1375 b,,3283.1839,2.97,,,,,,0.77,ExoplanetEU
OGLE-2017-BLG-1434L b,,4.4496199999999995,1.18,,,,,,0.23,ExoplanetEU
OGLE-2017-BLG-1522L,,14620.179999999998,,,,,,,,ExoplanetEU
OGLE-2017-BLG-1522L b,,238.3725,0.59,,,,,,,ExoplanetEU
OGLE-2017-BLG-1691L b,,14.62018,2.46,,,,,,0.45,ExoplanetEU
OGLE-2017-BLG-1806 b,,5.2696214,1.75,,,,,,0.38,ExoplanetEU
OGLE-2018-BLG-0271 b,,7341.8730000000005,0.6,,,,,,0.23,ExoplanetEU
OGLE-2018-BLG-0298 b,,44.4962,2.86,,,,,,0.69,ExoplanetEU
OGLE-2018-BLG-0360,,14302.349999999999,3.6,,,,,,0.72,ExoplanetEU
OGLE-2018-BLG-0383 b,,6.388382999999999,1.8,,,,,,0.1,ExoplanetEU
OGLE-2018-BLG-0506 b,,16.304679,3.0,,,,,,0.63,ExoplanetEU
OGLE-2018-BLG-0516 b,,20.086856,2.2,,,,,,0.47,ExoplanetEU
OGLE-2018-BLG-0532 b,,6.24090988,1.083,,,,,,0.199,ExoplanetEU
